,Title,Summary,Link,Time,Source,Address,State,Zip
595,Deputies prevent man from jumping off Brooks Bridge,"A man threatening to kill himself by jumping off the Brooks Bridge was taken into custody briefly Monday by the Okaloosa County Sheriff’s Office.

After being detained, the man was taken to Fort Walton Beach Medical Center for evaluation, according to Sheriff’s Office spokeswoman Michele Nicholson.

The incident took place about 3:30 p.m., Monday.",https://www.nwfdailynews.com/news/20190506/deputies-prevent-man-from-jumping-off-brooks-bridge?rssfeed=true,2019-05-06T16:11:25Z,Northwest Florida Daily News,"2 Eglin Pkwy NE, Fort Walton Beach, FL 32548, USA",FL,32548
596,Man tries to kidnap 12-year-old girl in Miami,"This is a police sketch of a man who tried to kidnap a 12-year-old girl in Miami.

MIAMI - Police have released a sketch of a man who tried to kidnap a 12-year-old girl in Miami.

The attempted kidnapping occurred April 12 near Northwest First Avenue and Northwest 57th Street.

Miami police said the girl was walking along Northwest 57th Street when she was approached by a man who was crossing the street. Police said the man asked the girl a few questions, but she ignored him and continued walking.

Police said the man then grabbed her by the hair and waist and tried to pull her toward him, but she broke free and ran away.

""Detectives need your assistance after exhausting leads regarding this investigation,"" Officer Kiara Delva said in a news release.

Anyone with information about the man's identity is asked to call police at (305) 603-6370 or Miami-Dade Crime Stoppers at (305) 471-TIPS.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/local/miami/man-tries-to-kidnap-12-year-old-girl-in-miami,2019-05-06T16:01:52Z,WPLG,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
599,Man wanted on child porn charges in California arrested in Keys,"Michael Manning, wanted by California authorities since 2016, was arrested Friday in the Florida Keys.

KEY WEST, Fla. - A 58-year-old man wanted by California authorities on child pornography charges has been arrested in the Florida Keys.

Michael Manning was arrested Friday on Stock Island. He has been wanted by police in Chico, California, since 2016 on charges of sexually soliciting a minor under the age of 14, engaging in sex acts with a minor and possession of child pornography.

Monroe County Sheriff's Office spokesman Adam Linhardt said deputies were called to an alarm on Shrimp Road and found a man in an unlocked trailer on the side of the property.

The man called himself ""William Wallace Littlejohn"" and said he didn't have any identification.

Federal authorities assisted in the investigation, and deputies were able to identify the man as Manning.

California authorities claim Manning didn't show up to a court hearing, and his vehicle was found parked on the Golden Gate Bridge in San Francisco.

In addition to the California charges, Manning also faces charges of providing a false name to law enforcement. He was being held without bond at the Stock Island jail and will be returned to California to face charges there.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/florida/monroe-county/man-wanted-on-child-porn-charges-in-california-arrested-in-keys,2019-05-06T11:45:47Z,WPLG,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
603,"UF student, 22, charged with sexual battery","A Gainesville man accused of sexually battering a woman on March 22 after spending time in a bar was arrested by the Alachua County Sheriff’s Office.

Maxim Emilio Portillo, 22, of 6418 SW 90th St., was charged with one count of sexual battery, according to an arrest report.

The woman told authorities she has known Portillo for about five years and they went to school together. They were at a bar with two of Portillo’s friends.

She told deputies she had two drinks, well within her tolerance level. However, she became ill and disoriented. She vomited in the bathroom. The group left in an Uber, but she became sick again so the Uber driver let her and Portillo out.

Portillo hailed a Lyft. The driver told deputies the woman was extremely intoxicated and that he had to stop so she could vomit. Portillo also seemed drunk but was steady on his feet, the driver said. They were eventually dropped off at Portillo’s home.

The woman told authorities he sexually battered her there, first on his sister’s bed and then on a couch in the room, where he reportedly put a pillow over her face. She said she repeatedly told him to stop.

""The victim was so impaired she was unable to resist the defendant's attack and unable to give consent to sexual activity,"" the report said.

Under questioning, Portillo reportedly admitted the woman was impaired that night and that he'd had sex with her.

Portillo has been admitted this summer to the University of Florida as a criminolgy major, according to UF.",https://www.gainesville.com/news/20190509/uf-student-22-charged-with-sexual-battery?rssfeed=true,2019-05-09T14:01:37Z,Gainesville Sun,"2700 SW 13th St, Gainesville, FL 32608, USA",FL,32608
604,"Vero Beach man arrested after biting deputy during traffic stop, report says","CLOSE If you see a crime being committed, leave anonymous tips with Treasure Coast Crime Stoppers. GINNY BEAGAN/TCPALM April 2019 Ginny Beagan, TCPALM

INDIAN RIVER COUNTY — A Vero Beach man was arrested Tuesday after biting into a deputy's arm during a traffic stop, according to an arrest report.

Edward Lejon Thompson, 23, faces three counts of battery on a law enforcement officer and depriving an officer of means of communication, resisting arrest with violence and two counts of corruption by threat, among other charges.

He was being held Wednesday at the Indian River County Jail on $45,000 bail.

The incident happened about 8 p.m., during a traffic stop for a busted headlight on 45th Street near U.S. 1.

More: Vero Beach High student threatened to 'shoot up' school on Snapchat, deputies say

Thompson refused deputies' orders to exit the vehicle after they suspected the presence of drugs, according to the report.

When they went to detain him, he sunk his teeth into a deputy's arm, causing ""open wound lacerations...(from) multiple bites,"" the report said.

Edward Thompson, 23, of Vero Beach, was arrested after he bit into a deputy's arm during a scuffle, an arrest report said. (Photo: CONTRIBUTED PHOTO BY INDIAN RIVER COUNTY SHERIFF'S OFFICE)

Deputies said Thompson kicked and scratched as he was taken to the ground, knocking away their radios.

He continued to kick, threaten and throw things during a medical clearance at Cleveland Clinic Indian River Hospital before going to jail, the report said.

Indian River County Sheriff's officials did not return a request for an update on the injured deputy's condition Wednesday.

More: Off The Beat: Fort Pierce man learns dangers of wearing sibling’s pants

Contact Rogers at 772-978-2224 or eric.rogers@tcpalm.com. Follow him on Twitter @EricRogersFT.

Want more Treasure Coast breaking news coverage? If you're already a subscriber to TCPalm, thank you! If not, please subscribe and help support coverage of the Treasure Coast's most important breaking news.

Read or Share this story: https://www.tcpalm.com/story/news/crime/indian-river-county/2019/05/08/vero-beach-man-arrested-biting-deputy-during-traffic-stop-report-says/1142941001/",http://rssfeeds.tcpalm.com/~/601750256/0/treasurecoast/home~Vero-Beach-man-arrested-after-biting-deputy-during-traffic-stop-report-says/,2019-05-08T16:36:10Z,TCPalm,"1939 SE Federal Hwy, Stuart, FL 34994, USA",FL,34994
605,Documents detail 'severe injuries' in abuse of toddler; two face charges,"Clayton Pafford is one of two people charged in connection with the abuse of a toddler who suffered ""severe injuries."" The girl's mother, Heather Reid was also arrested. (Photo: Leon County Detention Facility)

The mother of a 2-year-old girl noticed injuries to her child every time she left her alone with her live-in boyfriend.

Leon County Sheriff’s Office investigators were made aware Monday of a possible child abuse incident when the girl was transported to Tallahassee Memorial HealthCare with severe injuries.

Her brain was bleeding in two places. She had liver lacerations. Both her ears were bruised. She had cuts and abrasions on her hip, face and arms.

The girl’s mother, 26-year-old Heather Reid, was arrested after being questioned by detectives. She faces charges of child neglect and neglect with great bodily harm.

She told detectives she heard a thud come from the other room and believed the girl had fallen out of bed. After answering that only she and another man were at the house, she backtracked and said that her boyfriend, Clayton Pafford, was also home.

Heather Reid, 26, was arrested on charges of child neglect and neglect with great bodily harm. (Photo: Leon County Detention Facility)

She said Monday was not the first time she noticed the child with injuries.

“She noticed every time she leaves (her) alone with Clayton, she would return home and discover more injuries,” according to court records.

Reid said she didn't report previous injuries she believed were connected with Pafford because she was worried the toddler would be taken by the Florida Department of Children and Families.

The friend told LCSO he heard the same thud but that Reid wasn’t at the Crossway Court house when it happened. He saw Pafford, 23, come out of a bedroom with the toddler’s, bloody limp body. Pafford began calling Reid instead of for medical help.

The friend called 911 as Pafford left the home saying, “Don’t tell anyone I was here.”

Pafford, 23, was arrested Tuesday after leading law enforcement officials on a chase through Woodville. He faces charges of child neglect, aggravated battery on a child, kidnapping, hitting a police dog, aggravated assault of a police officer and multiple other charges stemming from fleeing officers.

LCSO deputies, along with members of the U.S. Marshals Violent Fugitive Task Force and the Florida Highway Patrol, searched for Pafford all night. He was finally located at about 11:30 a.m. Tuesday driving on Back Forest Road by a member of LCSO’s Special Projects Investigations Detection Enforcement Response Unit and members of the Florida Highway Patrol. When they tried to stop him, Pafford refused to stop and fled.

Persuing deputies and troopers used stop sticks in the southbound travel lane of Old Woodville Highway, but Pafford swerved toward the deputy onto the St. Marks bike trail, narrowly missing him. Pafford turned back onto Old Woodville Highway and crossed over Bob Miller Road before troopers were able to stop his vehicle, LCSO reported.

Pafford, who had a passenger in his vehicle, refused to surrender. A LCSO K9 was used to take him into custody and after being treated at a local hospital was taken to the Leon County Detention Facility.

The couple was investigated by DCF last month when hospital staff noticed the toddler’s injuries.

In mid-April, staff at Capital Regional Medical Center noticed the girl was dirty, was covered in bug bites, had a bruise under her left eye and a bald spot on her head. The girl had a burn on her right hand and lesions on her body.

Staff members overheard Reid making alarming statements about not being able to take care of the girl and not caring if she was eating.

Contact Karl Etters at ketters@tallahassee.com or @KarlEtters on Twitter

Read or Share this story: https://www.tallahassee.com/story/news/2019/05/08/mother-and-boyfriend-arrested-charges-child-abuse-2-year-old/1139919001/",http://rssfeeds.tallahassee.com/~/601739104/0/tallahassee/home~Documents-detail-apossevere-injuriesapos-in-abuse-of-toddler-two-face-charges/,2019-05-08T16:20:33Z,Tallahassee Democrat,"277 N Magnolia Dr, Tallahassee, FL 32301, USA",FL,32301
607,"Pensacola police K-9s send gift basket of toys, treats to injured SRSO K-9","CLOSE SRCO K-9 returns after injuries sustained apprehending burglary suspect Colin Warren-Hicks, Pensacola

The Santa Rosa County Sheriff's Office K-9 who was seriously injured in a robbery attempt in April is smiling wide these days.

Not only is Orkon giddy to be back catching bad guys with the SRSO, but the dog is grinning because he received get-well gift baskets from his fellow K-9 pals at the Pensacola Police Department.

""It was really awesome, man,"" said SRSO Sgt. Rich Aloy, who was present Monday when several PPD officers and K-9s personally presented Orkon with baskets full of toys and treats. ""To just show the inter-agency partnership, it's just gestures like that that mean a lot to our agency, and to the K-9 agency.""

Chew toys, Frisbees and tennis balls were stuffed into a small basket with Orkon's name written across the front.

Photos show the before and after shots of a gift basket delivery from the Pensacola Police Department K-9 agency to the Santa Rosa County Sheriff's Office K-9 injured on duty last month. (Photo: Courtesy of the Pensacola Police Department)

A note attached to the basket that was ""signed"" by seven PPD K-9's playfully read:

""Wer happ to hear ur back at work. We had the hoomans box up some of our farrit toys and treets. Hope you like dem. We destroyed our Frisbee in 43 seconds — see if you can beat dat. — Janus, Kojo, Nashoba, Mia, Foster, Meeko, and Cross.""

""That's just what you do to support one another,"" PPD spokesman Mike Wood said. ""More than anything, we were just glad that the dog is OK.""

While responding to a reported burglary in Milton, Orkon was repeatedly punched by a suspect on April 9. The dog was rushed to an emergency animal treatment facility to undergo surgery after suffering a contusion to his eye and lacerations to his leg.

Orkon's injuries: SRSO K-9 severely injured by burglary suspect in Milton

New pup: New K-9 named Viber is helping SRSO dispatchers cope with stress

Orkon rested up on the sidelines for two weeks before returning to the force in late April.

""He's doing great, he's back to normal,"" Aloy said.

Work aside, Orkon will be very busy in the coming weeks playing with his new toys and devouring his tasty new treats.

Jake Newby can be reached at jnewby@pnj.com or 850-435-8538.

Read or Share this story: https://www.pnj.com/story/news/local/2019/05/08/pensacola-police-k-9-s-send-gift-basket-toys-treats-srso-k-9/1139922001/",http://rssfeeds.pnj.com/~/601740586/0/pensacola/home~Pensacola-police-Ks-send-gift-basket-of-toys-treats-to-injured-SRSO-K/,2019-05-08T12:07:07Z,Pensacola News Journal,"101 E Romana St, Pensacola, FL 32502, USA",FL,32502
608,How to keep your cooling bill down when the summer heats up,"- As high temperatures move in for the summer Floridians are looking for ways to stay cool.

New homeowner and owner of Central Florida Home Pros Residential Real Estate John MacFarlane is keeping the heat out of his Volusia County home by installing window films.

“The afternoon sun was extremely blazing and bright and you could just feel the heat pouring in through the windows,” MacFarlane said.

He hired Tint Man Incorporated to install the tint on his home windows.

“Basically from time change to time change [we’re] completely slammed,” said the company’s president, Shawn Mangrum.

Mangrum said his team installs window films on 5-10 residential and commercial properties every week and they stay busy installing tint on car windows every day.

“[The tint is] going to get rid of your radiant heat. The radiant heat is the heat around your windows. So window films can reject over 80 percent of that radiant heat,” Mangrum said. “Then you have infrared heat. That’s when the sun is coming directly through the windows, like if you’re eating dinner and you’re just uncomfortable, well you can get rid of the infrared heat by up to 98 percent.”

Mangrum said many people do not think about tinting home windows because of a common misconception.

“People think of tint and you have to go really dark. The darker you go, the more heat you cut out. That’s actually very untrue for both your home and vehicle.”

He said tinting can keep cars and homes cooler and lower power bills.

Duke Energy Florida Spokesperson Ana Gibbs said homeowners can make minor adjustments in their homes to keep it cool during the summer.

“We recommend during the summer you keep your AC at around 78 degrees.”

Gibbs said homeowners can lower their power bill by making the difference between the inside and outside temperatures as small as possible. She also recommends maintaining HVAC units and regularly changing the air filters.

Gibbs said only use ceiling fans when you are in a room. Using them could allow people to raise the thermostat by as much as four degrees. She recommends turning off the fan if you leave a room.

Duke Energy also recommends the following tips to stay cool during the summer:

● Close blinds and curtains on sunny days.

● If you have a whole-house fan, use it to pull cool air into your home at night or in the early morning through open windows. Turn the fan off and shut the windows during the day.

● Use bathroom and kitchen fans to remove heat and humidity caused by showering and cooking. (And take short showers instead of baths to save even more year-round.)

● Run your dishwasher, washing machine and dryer at night when it’s cooler. Run full loads. Consider air drying dishes and clothes to save even more.

● If you’re going on vacation, the Duke Energy energy slayer calculator can show you how much you’ll save (duke-energy.com/EnergyVampire) by unplugging appliances you’re not using while you’re away.

The Duke Energy Savings Calculator can show you how changing your thermostat saves you money.",http://www.fox35orlando.com/home/how-to-keep-your-cooling-bill-down-when-the-summer-heats-up,2019-05-08T10:49:57Z,FOX 35 ORLANDO,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
610,Man accused of shooting doctor at VA hospital could get plea deal,,http://cbs12.com/news/local/man-accused-of-shooting-doctor-at-va-hospital-could-get-plea-deal,2019-05-08T00:52:27Z,WPEC,"1100 Fairfield Dr, West Palm Beach, FL 33407, USA",FL,33407
611,"Man claimed Mustang stolen, charged with insurance fraud",,http://cbs12.com/news/local/man-claimed-mustang-stolen-charged-with-insurance-fraud,2019-05-07T22:00:03Z,WPEC,"1100 Fairfield Dr, West Palm Beach, FL 33407, USA",FL,33407
612,Rent in Titusville and Melbourne,"Every year at this time – the end of the theatrical season – Steven J Heron, artistic director of the Titusville Playhouse (TPI), and now the Henegar Center, engages in a bit of self-indulgence. It comes in the form of plays that give audiences the chance to see what local actors can do with drama.

They are plays Heron loves, and no play does he love better than “Rent.” It will be presented May 10 through June 7 at the Emma Parrish Theatre, and June 7 through 16 at the Henegar. This year, having spent the last several months commuting between downtown Titusville and downtown Melbourne, said self-indulgence is more than warranted.

The pop culture favorite musical ""Rent"" begins tonight at Titusville Playhouse. (Photo: Photo by Niko Stamos)

“It’s been hectic because we’re spread so thin,” he said, referring to TPI staffers who have joined him in going from one theater to the other. “Once we get this season finished, things should be better.”

Still, for Heron, things cannot be better than “Rent.” The Tony Award and Pulitzer Prize-winning musical based on “La Boheme” in this case the story of young Bohemians living in New York City that addresses poverty, art, love and AIDS.

‘“Rent’ was the first show I ever became obsessed with,” Heron said. “I saw it 15 times with the original cast and I saw it Off-Broadway before it moved uptown.”

It “changed the face of Broadway,” he added. “I don’t think we’d have ‘Hamilton’ if we did not have ‘Rent.”

It also is personal.

“When I moved to New York in 1992, being from the South, I was the one who was . . . different, and so it appealed to me, as it did to so many others,” he said. “It was my generation’s ‘Spring Awakening,’ my generation’s ‘South Pacific.’ But more important, it meant so much because, having had the experience of friends suffer and pass away from AIDS. When I lived in New York, gay society was dealing with it better than anyone else.”

Heron, who never has tested positive for HIV, dealt with it directly, as a volunteer at the famed David Geffen Center for HIV Prevention and Health Education.

""Rent"" moves from Titusville Playhouse to The Henegar Center in Melbourne on June 7. (Photo: Photo by Niko Stamos)

“We did whatever was necessary, and they would pair volunteers with patients. I learned a lot there,” he said.

Still, what a generation that cannot remember or fail to understand the significance of the AIDS crisis of the late 1980s and early 1990s – people of the age to portray characters in “Rent” – bothers him.

“They really don’t realize how pervasive it was, how destructive,” he said softly. “An entire generation of artists was lost.”

“Rent” at TPI and Henegar elicits anything but sadness, though. Heron, always ebullient, is nothing short of elated about how it is working out.

“Are people excited about this?” he asked. “We had 96 people audition for the show, which has a cast of 15. It is incredible.”

The cast, he called, “freaking spectacular. They came in with a sense of the show because they’re so familiar with it.”

Little will change after the show moves to Henegar, either; it will have the same cast, the same set, the same almost everything, with a few technical exceptions because of the way Henegar is built. And after its run finishes, Henegar will be a bit different too.

Heron would love to paint the interior of the 99-year-old building, though that may have to wait in favor of other improvements. Orchestra seating will be stripped out and replaced with wider seats; the stage will have been extended.

“We’d love to make changes that our audiences will appreciate because they will be more comfortable,” he said. “Will we lose a few seats? Yes, but people who come to the theater will understand.”

The pop culture favorite musical ""Rent"" begins tonight at Titusville Playhouse. (Photo: Photo by Niko Stamos)

People who come to either theater will understand why “Rent” will close the season too.

“It is just phenomenal,” Heron said. “Everything about it is incredible. Come see ‘Rent.’”

“Rent”

When: 8 p.m. Fridays and Saturdays and Thursday, May 30; 2 p.m. Saturdays and Sundays, May 10 through June 7 in Titusville; 8 p.m. Fridays and Saturdays and 2 p.m. Sundays June 7 through 16 in Melbourne

Where: Emma Parrish Theatre, 301 Julia St., Titusville; Henegar Center, 625 E. New Haven Ave., Melbourne

Cast: As Mark Cohen, Zach Thomas; Roger Davis, Jordyn Linkous; Mimi Marquez, Kellie Rhianne; Benjamin Coffin III, Joey Leavitt; Maureen Johnson, Melinda Benya; Joanne Jefferson, Jataria Heyward; Tom Collins, Deejay Young; Angel Schunard, Xavier Reyes; Steve/Squeegee Man/Waiter/Ensemble, Mitchel Burns; Paul/Cop/Ensemble, Georgios Kalogeropoulos; Mrs. Cohen/Ensemble, Amy Hein; Alexi Darling/Mrs. Davis/Ensemble, Kristen Sellers Gordon/The Man/Mr. Grey/Ensemble, Gavin Waid; Mrs. Marquez/Mrs. Jefferson/Woman with Bags/Female Seasons of Love Soloist/Ensemble, Jocelyn Evans; Christmas Caroler/Mr. Jefferson/Pastor/Male Seasons of Love Soloist/Ensemble, Josh Brown.

Tickets: $23-$29 (Titusville); $19-$29 (Melbourne)

Online: www.titusvilleplayhouse.com or https://henegar.org/

Call: 321-268-1125 (Titusville) or 321-723-8698 (Melbourne)

Read or Share this story: https://www.floridatoday.com/story/entertainment/2019/05/07/rent-titusville-and-melbourne/1127587001/",http://rssfeeds.floridatoday.com/~/601720308/0/brevard/home~Rent-takes-the-stage-at-two-playhouses/,2019-05-07T21:29:05Z,Florida Today,"1 Gannett Plaza Ave, Melbourne, FL 32940, USA",FL,32940
613,At least 3 wanted by police in connection with Hialeah vehicle burglaries,"HIALEAH, Fla. - Hialeah police are searching for at least three burglars who have been targeting vehicles throughout the city, authorities confirmed Tuesday.

According to a Hialeah Police Department news release, three people have been captured on surveillance video shattering the windows of vehicles and ransacking the cars, taking miscellaneous documents and in some cases, nothing at all.

Hialeah police released two surveillance images of two men they believe were involved in multiple vehicle burglaries.

Police believe the thieves are targeting vehicles while searching for guns and/or credit card information.

Anyone with information about the thieves' identities is asked to call the Hialeah Police Department at 305-687-2525 or Miami-Dade Crime Stoppers at 305-471-8477.

Hialeah police released two surveillance images of a man they believe was involved in multiple vehicle burglaries.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/florida/hialeah/at-least-3-wanted-by-police-in-connection-with-hialeah-vehicle-burglaries,2019-05-07T17:59:26Z,WPLG,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
614,Disney bus spotted covered in lovebugs,"- Lovebugs are in the air and not even Walt Disney World can escape them.

A Florida man snapped a picture of a Disney bus that was covered in love bugs.





The good news is that lovebugs are not harmful to humans. The species originated in Central America and got their name because they are known to fly around in mating pairs. They migrated through Texas and Louisana before coming to Florida. They continue to expand and can be found as far north as South Carolina.

Love bugs are especially common in Florida because of the heat and decomposing plant debris. University of Florida scientists believe that lovebugs confuse those odors with chemicals in exhaust fumes, explaining why we see so many of them around highways.

In fact, most people see lovebugs as splatters on windshields and hoods. They can damage your car’s paint if not cleaned off.

This story was written in Orlando, Florida.",http://www.fox35orlando.com/news/local-news/disney-bus-spotted-covered-in-lovebugs,2019-05-07T14:55:42Z,FOX 35 ORLANDO,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
615,Florida Woman Pulled Live Gator From Yoga Pants During Traffic Stop,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/alligator.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/alligator.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/alligator.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />What started as a routine traffic stop ended up being one of those 'only in Florida' stories.",https://miami.cbslocal.com/2019/05/07/florida-woman-gator-yoga-pants/,2019-05-07T13:05:50Z,CBS Miami,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
616,Orange County man said stranger yelled anti-Semitic insults at him while he was landscaping,"ORANGE COUNTY, Fla. - An Orange County homeowner said a woman drove onto his private property causing damage to his landscaping while hurling anti-Semitic insults.

Jeff Gelman said the incident happened Saturday while he was having breakfast with his wife and believes the woman drove in through an unlocked gate.

“We looked out to window and we saw someone doing donuts in our backyard, right there,” Gelman said.

Gelman said he has never seen the woman before.

Orange County Sheriff's deputies identified the woman as Kristen Kelly. The 45-year-old Winter Garden woman is accused of verbally attacking the Gelmans at at one point trying to run them over with her Dodge SUV.

“She was yelling, go home Jew tell your neighbors that Jesus Christ is here and that I’m going to clean some dirty Jews,” Gelman said.

Gelman said he snapped pictures of the woman and her vehicle to help authorities catch her.

“We didn’t recognize her at all; never saw her in our lives.”

The Windermere father said things got worse when he and his wife tried approaching Kelly to ask her to get off their property.

“When she got out of the car she sprayed us with detergent and said ‘cleaning the dirty Jews,’” Gelman said.

Kelly is charged with aggravated assault and is being held at the Orange County jail.



Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/orange-county-man-said-stranger-yelled-anti-semitic-insults-at-him-while-he-was-landscaping,2019-05-07T03:04:43Z,WKMG,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
618,Florida man receives toll violation for license plate he owned 25 years ago,"PORT ORANGE, Fla. - A Port Orange man is frustrated that the Florida Department of Transportation continues to send a bill to his Central Florida home for two toll violations that happened in South Florida last August.

""I wasn't even in the state of Florida at the time,"" said Thomas McMullen.

McMullen said he was on vacation in Canandaigua, New York, when the toll violation happened. The vehicle captured by the toll cameras is a tractor-trailer, something McMullen says he's never owned.

Not only that, he said he has not owned the license plate captured in the photo for almost 25 years.

""I may have thrown it in the garbage. I may have sold it. I don't know,"" said McMullen, who is an avid classic car collector.

He said he has bought and sold more than 100 cars in his lifetime and doesn't keep track of all of them or the tags that went with them.



He only collects special licesnse plates, including a Purple Heart plate that hangs on the wall in his garage.

""You know, I'm a soldier, and I fought for our country,"" McMullen said. ""This is a DAV tag of mine for Disabled (American) Veteran.""

McMullen said he has also bought old license plates on eBay as part of his classic car obsession. He had no idea that the license plates assigned to him would stay linked to him all these years later.

""I mean, this tag is 25 years old,"" McMullen said. ""Why am I responsible for this?""

McMullen said he kept calling the state to dispute the charges, but they kept sending him a bill. He said he just wants SunPass to stop sending him these bills and to find out what really happened.

""It's giving me a lot of aggravation,"" said McMullen. ""And I don't need any aggravation.""

That's why he called News 6 .

The Florida Department of Highway Safety and Motor Vehicles confirms the license plate expired in 1995 and has not been renewed. The agency confirms unless the plate is reported lost or stolen, it will remain active and continue to be linked to the original owner.

But once we started digging deeper into McMullen's case, we discovered another mystery. The license plate on the 18-wheeler captured on camera may not even be McMullen's old plate after all.

If you zoom in on the picture, you can clearly see that the second zero on the plate is not like the first.

McMullen said the FDOT picked up the anomaly, and within an hour of our visit, the agency called him to say the plate in the picture whad been altered, and that the agency was waiving the toll charges.



News 6 checked McMullen’s account and discovered the charge for $47.25 has been officially erased.



What can you do with your old plates?

According to the Florida Department of Highway Safety and Motor Vehicles, license plates are issued to the person, not the vehicle. So, when conducting a private sale of a vehicle, license plates stay with the seller, not the vehicle.



In addition, if you are not going to renew your license plate, you can return it to any tax collector's office, mail it to the Department of Highway Safety and Motor Vehicles, destroy it, or keep it in a safe place where no one can access it.



If you are going to sell a car privately, take off the license plate. You can then mail it back to The Florida Department of Highway Safety and Motor Vehicles so the agency can take it out of circulation.

The department offers a sellers checklist to help consumers protect themselves in a private sale:

Apply for a demonstration-only temporary tag, if needed;

Conduct a vehicle identification number inspection, if necessary;

Record odometer reading on title;

Complete title transfer in a motor vehicle service center.

Remove license plate from the sold vehicle;

Surrender the license plate, if applicable;

File a Notice of Sale, form HSMV 82050.

Visit the Department of Highway Safety and Motor Vehicles website to learn more about buying and selling a vehicle.

What happens if your license plate is lost or stolen?

When the FLHSMV a customer completes the form and provides a copy of a police report or agency card containing the case number, the replacement will be issued at no charge.

Questions or discrepancies found on your SunPass bill can be addressed online here.



Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/florida-man-receives-toll-violation-for-license-plate-he-owned-25-years-ago,2019-05-06T21:15:20Z,WKMG,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
619,"Winter Park man accused of stalking teen, threatening parents","WINTER PARK, Fla. - Winter Park police have arrested Robert Clifford Crumly after he reportedly threatened and stalked a family, according to authorities.

Police officers received reports Sunday of a suspicious unknown man approaching a teen by the 1600 block of Westchester Avenue.

Victims told police the 43-year-old opened the back gate and tried to push open the kitchen window, while cussing at the victim and their family, according to the arrest report. He then walked away from the home heading north on Pelham Road, according to authorities.

Police later found Crumly at the intersection of Harmon Avenue and Cavendish Road. The victims confirmed to officers that Crumly tried to break into their home, according to the arrest report.

Crumly is now being charged with burglary of an occupied dwelling and aggravated stalking of a child under 16. He's being held on $5,150 bond in the Orange County Jail.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/man-arrested-for-stalking-juvenile-threatening-parents,2019-05-06T20:39:45Z,WKMG,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
620,"$4,000 Kay Jewelers ring set at center of fraud against Ponte Vedra man","PONTE VEDRA BEACH, Fla. - Imagine getting a bill for more than $4,000 from a jewelry store you've never set foot in. That's what happened Thursday to a 72-year-old Ponte Vedra Beach man.

John Montgomery called the St. Johns County Sheriff's Office to report the bogus bill only to find out that the statement was from Progressive Leasing, stating that Montgomery had bought a bridal ring set valued at nearly $1,900.

The statement went on to read the payments would begin on May 15 and continue bi-weekly for 27 payments. The total amount with all charges added up was more than $4,000. Montgomery did not make the purchase or authorize it at a Kay Jeweler in Alabama.

When he called the company and spoke with a customer service representative, his account was closed and the case was referred to the Progressive Leasing fraud department.

Deputies urged Montgomery to contact Social Security to inform them his number had been compromised so he could take the proper security measures.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/consumer/4000-kay-jewelers-ring-set-at-center-of-fraud-against-ponte-vedra-man,2019-05-06T20:03:20Z,WJXT,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
